Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202315653,0;2023-07-07;03:54:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO HR;DERBY;;BOA VIAGEM;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315659,0;2023-07-07;03:58:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;268;;DEPARTAMENTO DE REPRESSÃO AOS CRIMES PATRIMONIAIS;AFOGADOS;333,0;SUBURBIO;COLISÃO TRANSVERSAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315670,0;2023-07-07;06:36:00;SEM VÍTIMA;CANCELADA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;514;;MUNDO PET;CASA FORTE;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315674,0;2023-07-07;07:10:00;SEM VÍTIMA;FINALIZADA;ESTANCIA;RUA CONEGO XAVIER PEDROZA;489;AV DR JOSE RUFINO;AO LADO DO IMÓVEL Nº 489;ESTANCIA;;SUBURBIO;;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315704,0;2023-07-08;08:16:00;COM VÍTIMA;CANCELADA;IBURA;LAD DA COHAB;388;;PROXIMO A POLICLINICA DO IBURA;IBURA;;;;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315727,0;2023-07-08;11:36:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;111;;PROXIMO A ACADEMIA DA CIDADE E A IGREJA ASSEMBLEIA DE DEUS;SANTO AMARO;;CIDADE;;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315732,0;2023-07-08;12:43:00;SEM VÍTIMA;FINALIZADA;AGUA FRIA;AV BEBERIBE;;;SOB  O SEMAFORO 187;AGUA FRIA;187,0;CIDADE;COLISÃO TRASEIRA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315739,0;2023-07-08;02:31:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;1000;RUA ALMIRANTE TAMANDARE;E/F AO EDF BARAO DE SOUZA LEAO;BOA VIAGEM;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315740,0;2023-07-08;02:32:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;;RUA ODORICO MENDES;;CAMPO GRANDE;26,0;;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315746,0;2023-07-08;03:50:00;COM VÍTIMA;FINALIZADA;ESTANCIA;AV DR JOSE RUFINO;184;;LADO OPOSTO AO COLÉGIO VISÃO;ESTANCIA;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315752,0;2023-07-08;04:33:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA JORNALISTA LUIZ TEIXEIRA;28;RUA ZILDA S DE SANTANA;;TORRE;;SUBURBIO;COLISÃO TRANSVERSAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315782,0;2023-07-09;01:38:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA APULCRO DE ASSUNCAO;164;;PRÓXIMO AO MOTEL POUSADA DELÍRIO;SAN MARTIN;;;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315783,0;2023-07-09;02:46:00;COM VÍTIMA;FINALIZADA;PARNAMIRIM;RUA SEBASTIAO MALTA ARCOVERDE;;AV RUI BARBOSA;PRÓXIMO AO SHOPPING PARNAMIRIM;PARNAMIRIM;;;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202315802,0;2023-07-09;10:39:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DA AMIZADE;180;;;SANTO AMARO;;SUBURBIO;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315811,0;2023-07-09;12:09:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA FRANCISCO DA CUNHA;;RUA TENENTE JOAO CICERO;EM FRENTE A LANCHONETE PARADA OBRIGATORIA;BOA VIAGEM;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315812,0;2023-07-09;12:15:00;COM VÍTIMA;FINALIZADA;CACOTE;AV RECIFE;;;ATACADAO;CACOTE;;;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315848,0;2023-07-10;06:51:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;1368;;PROX. AO POSTO BR E TAPÊ SUSHI;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315851,0;2023-07-10;07:17:00;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV RIO BRANCO;;CAIS DO APOLO;EM FRENTE AO BANCO DO BRASIL;BAIRRO DO RECIFE;19,0;;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315874,0;2023-07-10;11:28:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;879;;EM FRENTE AO EDF. 4 ESTAÇÕES;MADALENA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315881,0;2023-07-10;01:19:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;SOB O SEMÁFORO Nº 049;SANTO AMARO;49,0;;;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315885,0;2023-07-10;02:26:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;727;;LOGO APOS O CARREFOUR;AREIAS;;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315901,0;2023-07-10;05:11:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV GENERAL SAN MARTIN;;;E/F AO HGV;CORDEIRO;;;COLISÃO COM CICLISTA;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315913,0;2023-07-10;07:01:00;COM VÍTIMA;FINALIZADA;JAQUEIRA;AV RUI BARBOSA;;;EM FRENTE AO PARQUE DA JAQUEIRA;JAQUEIRA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315916,0;2023-07-10;10:13:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;;RUA JOSE OSORIO;;MADALENA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202315937,0;2023-07-11;07:41:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA BARAO DE SAO BORJA;;RUA JOSE DE ALENCAR;PROX AO POSTO DE SAUDE GOUVEIA DE BARROS;BOA VISTA;;;COLISÃO LATERAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;;;;;;;;;;;;;
202315942,0;2023-07-11;08:10:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;889;;;IBURA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315945,0;2023-07-11;08:12:00;COM VÍTIMA;FINALIZADA;VARZEA;AV AFONSO OLINDENSE;1004;;EM FRENTE A LOJA TRES IRMÃS;VARZEA;;;COLISÃO COM CICLISTA;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315947,0;2023-07-11;08:42:00;COM VÍTIMA;FINALIZADA;BEBERIBE;AV BEBERIBE;927;;EM FRENTE CONSSESIONARIA DE CARROS DISNOVE;BEBERIBE;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315949,0;2023-07-11;09:08:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA PADRE TEOFILO TWORZ;;;PRÓXIMO A TUPAN;AFOGADOS;;CIDADE;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202315971,0;2023-07-11;11:05:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA DA PAZ;388;;EM FRENTE A FIGUEIRAS CALÇADOS;AFOGADOS;;;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202315978,0;2023-07-11;11:32:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;;RUA DA MANGABEIRA;PROXIMO AO ESTACIONAMENTO SESC DE CASA AMARELA;TAMARINEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315981,0;2023-07-11;12:13:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;;;AO LADO DA GALERIA CENTER ARACA /PROX A PADARIA MAGIA DOS PAES;IMBIRIBEIRA;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315982,0;2023-07-11;12:15:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA SETE PECADOS;169;;ESQUINA COM A LOCAPE ,NA RUA DO CANAL DA CONCTRUÇÃO;ARRUDA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202315991,0;2023-07-11;01:34:00;COM VÍTIMA;FINALIZADA;BOA VISTA;AV JOAO DE BARROS;;AV VISCONDE DE SUASSUNA;PROX AO QUARTEL DOS BOMBEIROS;BOA VISTA;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316003,0;2023-07-11;05:03:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;;LOJA DE VEÍCULOS IPIRANGA;ARRUDA;;SUBURBIO;COLISÃO COM CICLISTA;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316014,0;2023-07-11;05:42:00;COM VÍTIMA;FINALIZADA;MADALENA;AV CAXANGA;;;NO SEMAFORO 051 ENTRE A O BOMPREÇO E A  VERDE FRUTI;MADALENA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316020,0;2023-07-11;06:20:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE MIGUEL ARRAES DE ALENCAR;;RUA DR JOSE MARIA;SEMÁFORO 045;ENCRUZILHADA;;;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316027,0;2023-07-11;07:05:00;SEM VÍTIMA;FINALIZADA;SAO JOSE;PTE GIRATORIA;;;;SAO JOSE;;SUBURBIO;COLISÃO TRASEIRA;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316064,0;2023-07-12;08:32:00;COM VÍTIMA;FINALIZADA;MUSTARDINHA;RUA NETO CAMPELO JUNIOR;34;;PROX A PRAÇA DO ABC;MUSTARDINHA;;;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316070,0;2023-07-12;09:19:00;COM VÍTIMA;FINALIZADA;CABANGA;AV ANTONIO DE GOES;1334;;PROX IATE CLUBE CABANGA;CABANGA;;;;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316072,0;2023-07-12;11:38:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DA REGENERACAO;;;EM FRENTE AO EDIFICIO EL DOURADO / PROX AO PONTO DE RECICLAGEM;ARRUDA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316083,0;2023-07-12;11:45:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2589;;EMPRESARIAL ALEXANDRE DE CASTRO E SILVA;BOA VIAGEM;;;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316084,0;2023-07-12;11:45:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA BARAO DE SAO BORJA;308;RUA DA SOLEDADE;EM FRENTE A ESCOLA MUNICIPAL PEDRO AUGUSTO;BOA VISTA;;CIDADE;;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316091,0;2023-07-12;01:06:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA VENEZUELA;85;;AO LADO DO CREA;ESPINHEIRO;;CIDADE;CHOQUE;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316103,0;2023-07-12;03:08:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;452;;E/F A CONCESSIONARIA ALBUQUERQUE MOTO PROX AO AÇUDE;CASA FORTE;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316118,0;2023-07-12;06:05:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;684;;SOB O SEMÁFORO 684;SANTO AMARO;684,0;SUBURBIO;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316125,0;2023-07-12;07:47:00;COM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;PROXIMO AO TERMINAL INTEGRADO DA MACAXEIRA;MACAXEIRA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316130,0;2023-07-12;09:47:00;COM VÍTIMA;FINALIZADA;ROSARINHO;AV SANTOS DUMONT;;RUA DR JOSE MARIA;PRÓXIMO A CASA ROSADA;ROSARINHO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316132,0;2023-07-13;12:45:00;COM VÍTIMA;FINALIZADA;SAO JOSE;AV DANTAS BARRETO;;RUA SIQUEIRA CAMPOS;PRÓXIMO AO ANTIGO INSS;SAO JOSE;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;3,0;0,0;;;;;;;;;;;;;
202316153,0;2023-07-13;07:42:00;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;RUA AGUA DOCE;;;EM FRENTE A ACADEMIA DA CIDADE SENT. TERMINAL JOANA BEZERRA;ILHA JOANA BEZERRA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316158,0;2023-07-13;08:41:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV ENGENHEIRO ABDIAS DE CARVALHO;;;AO LADO DO COMPAZ / E PROX AO ATACAREJO SUPERMRCADO;SAN MARTIN;;;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316164,0;2023-07-13;09:50:00;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;;;EM FRENTE A CAXANGA VEÍCULOS / AO LADO DA LOJA DA L2 AUTOMOVEIS;IPUTINGA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316168,0;2023-07-13;10:23:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;328;;PROX. AO HY BEACH FLATS;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316172,0;2023-07-13;11:07:00;SEM VÍTIMA;CANCELADA;CABANGA;RUA CAMUTANGA;;;PROX AO SETIMO DSUP ( DEPOSITO DE SUPRIMENTO DO EXERCITO);CABANGA;;;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316185,0;2023-07-13;02:11:00;COM VÍTIMA;CANCELADA;IBURA;AV RECIFE;;;;IBURA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316189,0;2023-07-13;02:57:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;;NO SEMAFORO 642;ARRUDA;;;COLISÃO FRONTAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316201,0;2023-07-13;05:58:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;1000;RUA TOME GIBSON;EM FRENTE AO CALDINHO DO DEBE;BOA VIAGEM;;;COLISÃO COM CICLISTA;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316202,0;2023-07-13;08:31:00;COM VÍTIMA;FINALIZADA;AGUA FRIA;EST VELHA DE AGUA FRIA;1540;;PRÓXIMO A ESQUINA DA BATATA;AGUA FRIA;;;COLISÃO FRONTAL;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316214,0;2023-07-13;10:32:00;COM VÍTIMA;FINALIZADA;VARZEA;RUA MARIO CAMPELO;;RUA JOAO FRANCISCO LISBOA;CRUZAMENTO;VARZEA;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316216,0;2023-07-14;06:21:00;COM VÍTIMA;CANCELADA;VASCO DA GAMA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;COM A RUA VASCO DA GAMA;VASCO DA GAMA;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316232,0;2023-07-14;08:55:00;SEM VÍTIMA;FINALIZADA;SAO JOSE;TRV DO FORTE;104;;LADO OPOSTO AO FORTE DAS CINCO PORTAS;SAO JOSE;199,0;SUBURBIO;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316259,0;2023-07-14;01:04:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA HENRIQUE DIAS;;;E/F A FARMACIA PAGUE MENOS;BOA VISTA;;;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316270,0;2023-07-14;03:50:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;RUA RIO XINGU;AO LADO DO POSTO DE GASOLINA;IBURA;;;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316273,0;2023-07-14;05:03:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV RECIFE;;RUA FRANCA PEREIRA;EM FRENTE AO EDIFICIO VENDOME;BOA VIAGEM;;;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316281,0;2023-07-14;07:05:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA JERONIMO VILELA;413;;PRÓXIMO A PADARIA SANTO ANTÔNIO;CAMPO GRANDE;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316286,0;2023-07-14;08:12:00;COM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;;;EM FRENTE AL CAXANGA GOLF CLUBE;CAXANGA;;;COLISÃO LATERAL;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316288,0;2023-07-14;08:41:00;COM VÍTIMA;FINALIZADA;PARNAMIRIM;AV DEZESSETE DE AGOSTO;892;;EDIFICIO  CASA GRANDE DE SANT´ANNA;PARNAMIRIM;;;COLISÃO FRONTAL;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316298,0;2023-07-15;12:51:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;EST DO ARRAIAL;;RUA CONEGO BARATA;;TAMARINEIRA;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202316299,0;2023-07-15;02:10:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;AV DR JAYME DA FONTE;;SANTO AMARO;49,0;SUBURBIO;;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316316,0;2023-07-15;07:03:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;701;;PROX A IGREJA BATISTA DE AFOGADOS PROX AO QUARTEL EXERCITO 14;AFOGADOS;;;COLISÃO LATERAL;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316323,0;2023-07-15;08:53:00;COM VÍTIMA;CANCELADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;7165;;EM FRENTE AO 13 EM FRENTE AO 13 BATALHAO // SENTIDO BOA VIAGEM //;SANTO AMARO;;;;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316341,0;2023-07-15;12:19:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1343;;EM FRENTE A CESAR MOTOS E PARAISO DOS PETS;AFOGADOS;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316344,0;2023-07-15;04:43:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA PRESIDENTE NILO PECANHA;231;;(RESIDENCIAL BOA VIAGEM);IMBIRIBEIRA;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316363,0;2023-07-15;07:59:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;POSTO BR , SENTIDO  AEROPORTO;IPSEP;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316364,0;2023-07-15;08:07:00;COM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;914;;CHURASCARIA   CACHOEIRA;LINHA DO TIRO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316368,0;2023-07-15;08:42:00;COM VÍTIMA;CANCELADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2600;;COM A RUA  JOSÉ BRANDÃO FARMACIA INDEPENDENTE;BOA VIAGEM;550,0;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316371,0;2023-07-16;03:58:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA ODORICO MENDES;;;INSTITUTO DE CRIMINALISTA;SANTO AMARO;;CIDADE;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316376,0;2023-07-16;06:02:00;COM VÍTIMA;CANCELADA;AFOGADOS;AV SUL;;;AVENIDA SUL SENTIDO PRAÇA DE AFOGADOS;AFOGADOS;;SUBURBIO;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202316377,0;2023-07-16;06:17:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2574;;EDF RESIDENCIAL JK;BOA VIAGEM;550,0;SUBURBIO;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202316396,0;2023-07-16;11:09:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA FARIAS NEVES;;;PROX A PRAÇA DO CAMPO DE ELITE;CAMPO GRANDE;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
